,,"During project executing, a large number of changes are made to the project. The project manager should:",,Schedule,,"Make approved changes as needed, but retain the schedule baseline.",Wait until all changes are known and print out a new schedule.,Make only the changes approved by management.,Talk to management before any changes are made.,,,"Waiting until all changes are known, and then printing out a new schedule, is a common error many project managers make. Instead, the project manager should be controlling the project throughout its completion. The situation in the question does not provide a reason to believe the schedule baseline must be changed. A project manager must be in control of the project, rather than consulting with management before making any changes. Whenever a large number of changes occur on a project, it is wise to confirm that the business case, as stated in the project charter, is still valid.",projectmanagementquestion.wordpress.com
,,Which of the following is a benefit of an analogous project estimate?,,Schedule,,It gives the project team an understanding of management’s expectations.,It will be closer to what the work will actually require.,It is based on a detailed understanding of what the work requires.,It helps the project manager determine if the project will meet the schedule.,,,"Remember for the exam that analogous estimates are considered to be top-down, high-level estimates. Therefore, they are not based on a detailed understanding of what the work will require. The project manager needs more than an analogous (high-level) estimate to determine whether or not the project will meet the schedule. The benefit of an analogous project estimate is that it is management’s expectations of what the project will cost. Any differences between the analogous estimate and the detailed bottom-up estimate can be reconciled in the planning processes.",projectmanagementquestion.wordpress.com
,,"During project planning, you estimate the time needed for each activity and then add the estimates to create the project estimate. You commit to completing the project by this date. What is wrong with this scenario?",,Schedule,,"The team did not create the estimate, and a network diagram was not used.","The team did not create the estimate, and estimating takes too long using that method.",The estimate is too long and should be created by management.,The project estimate should be the same as the customer’s required completion date.,,,Time estimates for the activities should be created by the team and should not be added together to create the project estimate. Some activities may take place concurrently; these would be identified in the network diagram.,projectmanagementquestion.wordpress.com
,,Which of the following is the BEST thing to do to try to complete a project two days earlier?,,Schedule,,Meet with the team to look at options for crashing or fast tracking the critical path.,Tell senior management that the projects critical path does not allow the project to be finished earlier.,Tell your boss.,Work hard and see what the project status is next month.,,,This is another question that asks about problem solving. Telling the boss or waiting to see the status next month do not try to solve the real problem. It would be inaccurate to report that the project cannot be finished earlier. Only meeting with the team to look for options for crashing or fast tracking the critical path relates to problem solving.,projectmanagementquestion.wordpress.com
,,A project manager is in the middle of executing of a very large construction project when he discovers the time needed to complete the project is longer than the time available. What is the BEST thing to do?,,Schedule,,Determine options for schedule compression and present management with his recommended option.,Cut product scope.,Meet with management and tell them the required date cannot be met.,Work overtime.,,,"This question again tests whether you know how to solve problems. Cutting product scope negatively affects the customer, and is therefore not best. A project manager’s job is to determine options for meeting any end date; therefore, simply telling management the required date cannot be met is not correct. Working overtime is expensive and unnecessary when there are many other choices that could be selected first. Determining options for schedule compression would have the least negative effect on the project.",projectmanagementquestion.wordpress.com
,,The float of an activity is determined by:,,Schedule,,"Determining the length of time, the activity can be delayed without delaying the critical path.",Performing a Monte Carlo analysis.,Determining the waiting time between activities.,Determining lag.,,,The float of an activity is the length of time the activity can be delayed without delaying the critical path.,projectmanagementquestion.wordpress.com
,,During which part of the project management process is the project scope statement created?,,Scope,,Planning,Initiating,Executing,Monitoring and controlling,,,"The project scope statement is an output of the Define Scope process, which occurs during project planning.",projectmanagementquestion.wordpress.com
,,The project scope statement is created in which process group:,,Scope,,Planning,Initiation,Monitoring and Controlling,Executing,,,,UtilMentors
,,"As projects become more complicated, uncertainty:",,Scope,,Increases,Decreases,Is not effected,May be eliminated with proper planning,,,,UtilMentors
,,"The program was planned years ago, before there was a massive introduction of new technology. While planning the next project in this program, the project manager has expanded the scope management plan because, as a project becomes more complex, the level of uncertainty in the scope:",,Scope,,Increases.,Remains the same.,Decreases.,Decreases then increases.,,,"Not all questions will be difficult. The level of uncertainty in scope increases based on the scale of effort required to identify all the scope. For larger projects, it is more difficult to “catch” everything.",projectmanagementquestion.wordpress.com
,,The best purpose of a WBS may be:,,Scope,,Team buy-in,Gantt chart,Risk register elements,Activity lists,,,,UtilMentors
,,The work breakdown structure can BEST be thought of as an effective aid for _________ communications.,,Scope,,Stakeholder,Team,Project manager,Customer,,,"The term “stakeholder” encompasses all the other choices. In this case, it is the best answer since the WBS can be used (but does not need to be used) as a communications tool for all stakeholders to “see” what is included in the project.",projectmanagementquestion.wordpress.com
,,"A new project manager has asked you for advice on creating a work breakdown structure. After you explain the process to her, she asks you what software she should use to create the WBS and what she should do with it when it is completed. You might respond that it is not the picture that is the most valuable result of creating a WBS. It is:",,Scope,,Team buy-in.,A bar chart.,      Activities.,A list of risks.,,,"The WBS is an input to all of these choices. However, team buy-in is a direct result of the WBS creation process, while the other choices use the WBS to assist in their completion. Involving the team in creating the WBS provides project team members with an understanding of where their pieces fit into the overall project management plan and gives them an indication of the impact of their work on the project as a whole.",projectmanagementquestion.wordpress.com
,,A software development project is nearing completion and is three weeks ahead of schedule. The next phase would be User Acceptance Testing. Which of the following should the PM be most concerned about?,,Scope,,Verify Scope,Perform Cost Control,Perform Quality Control,"Identification of ""extras"" that may have included into the project",,,,UtilMentors
,,The construction phase of a new software product is near completion. The next phases are testing and implementation. The project is two weeks ahead of schedule. Which of the following processes should the project manager be MOST concerned with before moving on to the final phase?,,Scope,,Verify Scope,Perform Quality Control,Report Performance,Control Costs,,,"The Verify Scope process deals with acceptance by the customer. Without this acceptance, the project manager will not be able to move into the next project phase.",projectmanagementquestion.wordpress.com
,,The project is on schedule and on budget and nearly complete when you are informed by the customer that the product is NOT acceptable. The most important process that may have prevented this situation would have been:,,Scope,,Verify scope,Perform Quality Management,Requirement gathering,Define scope,,,,UtilMentors
,,The WBS can improve communication to:,,Scope,,Stakeholders,Team,PMO,Customer,,,,UtilMentors
,,Those included in the development of the scope baseline:,,Scope,,Stakeholders,Functional Manager,Team members,Sponsor,,,,UtilMentors
,,"You are managing a six-month project and have held bi-weekly meetings with your project stakeholders. After five-and-a-half months of work, the project is on schedule and budget, but the stakeholders are not satisfied with the deliverables. This situation will delay the project completion by one month. The MOST important process that could have prevented this situation is:",,Scope,,Define Scope.,Monitor and Control Risks.,Control Schedule.,Control Scope.,,,"Monitor and Control Risks, Control Schedule, and Control Scope are monitoring and controlling processes. This situation asks how to prevent the problem, which would have been done during planning. The project deliverables are defined in the Define Scope process, which is a part of project planning. Good planning reduces the likelihood of a situation like the one described, by including the right people and spending adequate time clarifying the project scope.",projectmanagementquestion.wordpress.com
,,"During project executing, a team member comes to the project manager because he is not sure what work he needs to accomplish on the project. Which of the following documents contain detailed descriptions of work packages?",,Scope,,WBS dictionary,Activity list,Project scope statement,Scope management plan,,,"Activity lists may identify the work package they relate to, but they do not contain detailed descriptions of the work packages. The project scope statement defines the project scope, but it does not describe the work a team member is assigned. The scope management plan describes how scope will be planned, managed, and controlled. It does not include a description of each work package. The WBS dictionary defines each element in the WBS. Therefore, descriptions of the work packages are in the WBS dictionary.",projectmanagementquestion.wordpress.com
,,A PM may use the following to make sure team members clearly understand what work is included in each of their work packages:,,Scope,,WBS Dictionary,Project scope statement,Scope Management Plan,Schedule,,,,UtilMentors
,,The document containing detailed descriptions of work packages is:,,Scope,,WBS dictionary,Project scope statement,Workload assignment matrix,Activity list,,,,UtilMentors
,,The PM chastises a team member for suggesting an enhancement to the scope beyond the scope of the project charter. This is an example of:,,Scope,,Scope management,Change management process,Configuration management,Quality management,,,,UtilMentors
,,"During a project team meeting, a team member suggests an enhancement to the scope that is beyond the scope of the project charter. The project manager points out that the team needs to concentrate on completing all the work and only the work required. This is an example of:",,Scope,,Scope management.,Change management process.,Quality analysis.,Scope decomposition.,,,The team member is suggesting an enhancement that is outside the scope of the project charter. Scope management involves focusing on doing the work and only the work in the project management plan that meets the objectives of the project charter. The project manager is performing scope management.,projectmanagementquestion.wordpress.com
,,The development of the scope baseline can BEST be described as involving:,,Scope,,The project team.,The functional managers.,All the stakeholders.,The project expediter.,,,"After obtaining input from the customer and other stakeholders, the project team is responsible for developing the scope baseline. Remember that the scope baseline includes the WBS, WBS dictionary, and project scope statement.",projectmanagementquestion.wordpress.com
,,A project manager may use ________ to make sure the team members clearly know what work is included in each of their work packages.,,Scope,,The WBS dictionary,The project scope statement,The product scope,The schedule,,,"The project scope statement describes work on a high-level basis. Work packages need to be specific to enable team members to complete their work without gold plating. The product scope does not tell team members what work is assigned to them. The team should have a copy of the schedule, but a schedule does not show them what work is included in each of their work packages. Work packages are described in the WBS dictionary. NOTE: Do not think of the WBS dictionary as a dictionary of terms.",projectmanagementquestion.wordpress.com
,,Which of the following can create the MOST misinterpretation of the project scope statement?,,Scope,,Imprecise language,"Poor pattern, structure, and chronological order",Small variations in size of work packages or detail of work,Too much detail,,,Much of the work on the project is dictated by the project scope statement. Any imprecision in such a key document will lead to differing interpretations.,projectmanagementquestion.wordpress.com
,,The following is NOT part of the scope baseline:,,Scope,,Scope Management Plan,Project scope statement,WBS Dictionary,WBS,,,,UtilMentors
,,All of the following are parts of the scope baseline EXCEPT the:,,Scope,,Scope management plan.,Project scope statement.,Work breakdown structure.,WBS dictionary.,,,"The scope baseline includes the WBS, WBS dictionary, and the project scope statement. The scope management plan is not part of the scope baseline.",projectmanagementquestion.wordpress.com
,,Verify Scope is closely related to:,,Scope,,Perform Quality Control.,Sequence Activities.,Perform Quality Assurance.,Time Management.,,,"Perform Quality Control checks for correctness, and Verify Scope checks for acceptance.",projectmanagementquestion.wordpress.com
,,Verify scope should be done when?,,Scope,,Periodically when desired,Prior to completion of the Scope Management Plan,At the beginning of each project phase,At the end of the project,,,,UtilMentors
,,Which of the following does NOT describe how far to decompose the work?,,Scope,,Can be performed by one person,Until it logically can be decomposed further,Has a meaningful conclusion,Can be effectively estimated,,,,UtilMentors
,,"A new project manager is being mentored by a more experienced PMP-certified project manager. The new project manager is having difficulty finding enough time to manage the project because the product and project scope are being progressively elaborated. The PMP-certified project manager advises that the basic tools for project management, such as a work breakdown structure, can be used during project executing to assist the project manager. For which of the following can a work breakdown structure be used?",,Scope,,Communicating with the customer,Showing calendar dates for each work package,Showing the functional managers for each team member,Showing the business need for the project,,,"A WBS does not show dates or responsibility assignments. The business need is described in the project charter. In this situation, the product and project scope are being fine-tuned. It would save the project manager time in effectively managing progressive elaboration if the WBS was used as a communications tool. Using the WBS helps ensure everyone (including the customer) understands the scope of the work.",projectmanagementquestion.wordpress.com
,,Approved change orders have what effect?,,Scope,,Results in changes to baselines,Results in modifications to the Project Scope Statement,Results in increases in budget and schedule,Results in modifications to the Scope Management Plan,,,,UtilMentors
,,"In response to being asked what percent complete he is, a team member asks,"" percent complete of what?"". Being tired of such comments, the PM reports to the team member's boss that the team member is not cooperating. Which of the following is most likely the real problem?",,Scope,,PM did not assign work packages,PM should have met with the team member boss the first time there were problems,Inadequate reward system in place,PM didn't get buy-in from the functional manager,,,,UtilMentors
,,The WBS can be used for:,,Scope,,Communicating with the customer,Displaying completion dates for milestones,Displaying the organization structure,Communicating the business need for the project,,,,UtilMentors
,,The following is an output of the Collect Requirements process:,,Scope,,Requirements traceability matrix,Project scope statement,WBS,Change requests,,,,UtilMentors
,,Which of the following is an output of the Collect Requirements process?,,Scope,,Requirements traceability matrix,Project scope statement,Work breakdown structure,Change requests,,,"The project scope statement is an output of the Define Scope process. The work breakdown structure is an output of the Create WBS process. Scope change requests are outputs of the Verify Scope and Control Scope processes. The requirements traceability matrix is an output of the Collect Requirements process, and is used to track the requirements throughout the life of the project.",projectmanagementquestion.wordpress.com
,,What should the project manager do after evaluation of the requested change is complete?,,Scope,,Complete integrated change control,Make certain the change is understood by stakeholders,Document in the lessons learned repository,Determine the root cause of why the scope was not determined in planning,,,,UtilMentors
,,One of the stakeholders on the project contacts the project manager to discuss some additional scope they would like to add to the project. The project manager asks for details in writing and then works through the Control Scope process. What should the project manager do NEXT when the evaluation of the requested scope is complete?,,Scope,,Complete integrated change control.,Ask the stakeholder if there are any more changes expected.,Make sure the impact of the change is understood by the stakeholder.,Find out the root cause of why the scope was not discovered during project planning.,,,"Notice that there are many things the project manager could do listed in the choices. The question asks what is the BEST thing to do NEXT. Management of the change is not complete when the Control Scope process is completed. It is important to look at the impact of the change on other parts of the project, such as time and cost. Therefore, performing integrated change control is the best thing to do next. This would probably be followed by making sure the impact of the change is understood by the stakeholder, then determining why this scope was not identified in planning, and asking the stakeholder if there are more changes expected.",projectmanagementquestion.wordpress.com
,,Which is an output of the Verify Scope process?,,Scope,,Customer acceptance of the deliverables,Scope Management Plan,Sign off of the scope management plan by the sponsor or management,Improved estimates,,,,UtilMentors
,,"After much arguing by change board members, a requested change has been disapproved. What should the project manager do?",,Scope,,Record the change request and the result,Communicate the reason for the disapproval to the requesting stakeholder,Inform the stakeholders of the disapproving change board members so they can get first hand explanations.,Document the reason for the disapproval in project archives.,,,,UtilMentors
,,"To manage a project effectively, work should be broken down into small pieces. Which of the following does NOT describe how far to decompose the work?",,Scope,,      Until it can be done by one person,Until it has a meaningful conclusion,Until it cannot be logically subdivided further,Until it can be realistically estimated,,,"The lowest level of the WBS is a work package, which can be completed by more than one person. The other choices are aspects of a work package.",projectmanagementquestion.wordpress.com
,,"A scope change has been suggested by one of the stakeholders on the project. After careful consideration and a lot of arguing, the change control board has decided to reject the change. What should the project manager do?",,Scope,,Record the change request and its result.,Support the stakeholder by asking the board for the reason for the rejection.,Suggest to the stakeholder that the next change they request will be approved.,Advise the change control board to make sure they create approval processes before the next change is proposed.,,,"There is no reason to think that the board’s rejection would not contain an already, since providing that information is commonly done. Suggesting a change process that circumvents the change control boards authority is not ethical. There is no reason to think that approval processes are not already in place. A rejected change should be recorded for historical purposes, in case the idea is resurrected later, and for other reasons.",projectmanagementquestion.wordpress.com
,,Which of the following is a KEY output of the Verify Scope process?,,Scope,,Customer acceptance of project deliverables,A more complete scope management plan,Improved schedule estimates,An improved project management information system,,,"The output of the Verify Scope process is customer acceptance of project deliverables. The other choices all happen during project planning, well before the time the Verify Scope process takes place.",projectmanagementquestion.wordpress.com
,,A WBS numbering system enables the project team to:,,Scope,,Identify individual element level in the WBS,       Estimate costs of work packages,       Justifies the project,       Fulfill project management software requirements,,,,UtilMentors
,,When should the Verify Scope process be done?,,Scope,,      At the end of each phase of the project,At the end of the project,At the beginning of the project,During the planning processes,,,"The Verify Scope process occurs during project monitoring and controlling. It is done at the end of each project phase to get approval for phase deliverables, as well as at other points to get approval for interim deliverables.",projectmanagementquestion.wordpress.com
,,"During a meeting with some of the project stakeholders, the project manager is asked to add work to the project scope. The project manager had access to correspondence about the project before the project charter was signed and remembers that the project sponsor specifically denied funding for the scope mentioned by these stakeholders. The BEST thing for the project manager to do is to:",,Scope,,Tell the stakeholders the scope cannot be added.,Let the sponsor know of the stakeholders’ request.,Evaluate the impact of adding the scope.,Add the work if there is time available in the project schedule.,,,"Though one could let the sponsor know about the stakeholders’ request, the best choice listed would be to say no. An even better choice would be to find the root cause of the problem, but that choice is not listed here.",projectmanagementquestion.wordpress.com
,,The project is nearly complete. The schedule variance is 300 and cost variance is -900. All work has been completed and many team members have been released. All issue log items have been resolved. The customer is now asking for a major change to the scope. The PM should:,,Scope,,Ask the customer for a description of the change,Suggest that a new project be initiated,Inform management,Explain that changes cannot be made at this point.,,,,UtilMentors
,,"During the completion of project work, the sponsor asks the project manager to report on how the project is going. In order to prepare the report, the project manager asks all the team members what percent complete their work is. There is one team member who has been hard to manage from the beginning. In response to being asked what percent complete he is, the team member asks, “Percent complete of what?” Being tired of such comments, the project manager reports to the team members boss that the team member is not cooperating. Which of the following is MOST likely the real problem?",,Scope,,The project manager did not assign work packages.,The project manager did not get buy-in from the manager for the resources on the project.,The project manager did not create an adequate reward system for team members to improve their cooperation.,The project manager should have had a meeting with the team members boss the first time the team member caused trouble.,,,"The project manager is not losing resources (which is implied by not getting the managers buy-in). Although a reward system would help with cooperation, the real problem here is not cooperation. Meeting with the team member and his boss cannot be the answer because it also does not solve the problem at hand (the team member not knowing what he is to do).
If you selected this choice, be very careful! You can get 10 to 20 questions wrong on the exam simply because you do not see the real problem! The whole discussion of the team member and his actions is a distracter. The real problem in this scenario is not that the team member is being uncooperative. He is asking a question that many team members want to ask in the real world. “How can I tell you how things are going if I do not know what work I am being asked to do?” The real problem is the lack of a WBS and work packages. If there were a WBS and work packages for the project, the team member would not have to ask such a question.",projectmanagementquestion.wordpress.com
,,Hie project is mostly complete. The project has a schedule variance of 300 and a cost variance of -900. All but one of the quality control inspections have been completed and all have met the quality requirements. All items in the issue log have been resolved. Many of the resources have been released. The sponsor is about to call a meeting to obtain product verification when the customer notifies the project manager that they want to make a major change to the scope. The project manager should:,,Scope,,Ask the customer for a description of the change.,Meet with the project team to determine if this change can be made.,Explain that the change cannot be made at this point in the process.,Inform management.,,,"Do not jump into the problem without thinking. The customer only notified the project manager that they want to make a change. They did not describe the change. The project manager should not say no until he or she knows more about the potential change, nor should the project manager go to management without more information. The project manager must understand the nature of the change and have time to evaluate the impact of that change before doing anything else. Of these choices, the first thing to do is to determine what the change is. The project manager might then analyze the potential change with the team, but only if their input is required.",projectmanagementquestion.wordpress.com
,,"After receiving the project charter, a PM should first:",,Scope,,Confirm all stakeholders have had input into scope,Create a project scope statement,Analyze project risk,Integration,,,,UtilMentors
,,A work breakdown structure numbering system allows the project team to:,,Scope,,Identify the level at which individual elements are found.,Systematically estimate costs of work breakdown structure elements.,Provide project justification.,Use it in project management software.,,,The numbering system allows team members to quickly identify the level in the work breakdown structure where the specific element is found. It also helps to locate the element in the WBS dictionary,projectmanagementquestion.wordpress.com
,,A project manager has just been assigned to a new project and has been given the approved project charter. The FIRST thing the project manager must do is:,,Scope,,Confirm that all the stakeholders have had input into the scope.,Create a project scope statement.,Analyze project risk.,Begin work on a project management plan.,,,"This question can be tricky, especially if you have spent so much time studying that you have forgotten some good project management: practices. A quick look at Rita’s Process Chart in this book might lead you to conclude that the first thing to do would be to start planning. However, the question indicates that the project manager was not involved until after the charter was created and approved. Therefore, wouldn’t it be smart to make sure the project charter is clear and complete before moving on? This is why it is best for the project manager to confirm the stakeholders had input into the scope.",projectmanagementquestion.wordpress.com
,,"The cost performance index (CPI) on the project is 1.13, and the benefit cost ratio (BCR) is 1.2. The project scope was created by the team and stakeholders. Requirements on the project have been changing throughout the project. No matter what the project manager has tried to accomplish in managing the project, which of the following is he MOST likely to face in the future?",,Scope,,Not being able to measure completion of the product of the project,Having to cut costs on the project and increase benefits,Making sure the customer approved the project scope,Having to add resources to the project,,,"There are many pieces of data in this question that are distracters from the real issue. Though it is common to have to cut costs and add resources to a project, nothing in the question should lead you to think these will be required in this situation. Customers do not generally approve the project scope (what you are going to do to complete their requirements); instead, they approve the product scope (their requirements). Since requirements are used to measure the completion of the product of the project, not having complete requirements will make such measurement impossible.",projectmanagementquestion.wordpress.com
,,The project manager is being asked to add features to a product that were specifically excluded earlier. What is the best thing for the project manager to do?,,Scope,,Inform the requesting stakeholder that the features cannot be added.,Follow the Integrated Change Control process,Inform the sponsor,Evaluate the impact of the requested change,,,,UtilMentors
,,Which of the following is CORRECT in regard to the Control Scope process?,,Scope,,The Control Scope process must be integrated with other control processes.,Effective scope definition can lead to a more complete project scope statement.,The Control Scope process must be done before scope planning.,Controlling the schedule is the most effective way of controlling scope.,,,"Though it is correct that effective scope definition can lead to a more complete project scope statement, this cannot be the answer, because it does not deal with control. Scope planning occurs before the Control Scope process, not after it. Controlling the schedule is not the best way to control scope, so that is not the best answer. The control processes do not act in isolation. A change to one will most likely affect the others. Therefore, the need to integrate the Scope Control process with other control processes is the best answer.",projectmanagementquestion.wordpress.com
,,You have just joined the project management office after five years of working on projects. One of the things you want to introduce to your company is the value of creating and utilizing work breakdown structures. Some of the project managers are angry that you are asking them to do “extra work.” Which of the following would be the BEST thing you could tell the project managers to convince them to use work breakdown structures?,,Scope,,Work breakdown structures will prevent work from slipping through the cracks.,Work breakdown structures are only needed on large projects.,Work breakdown structures are required only if the project involves contracts.,Work breakdown structures are the only way to identify risks.,,,"Work breakdown structures are required on projects of every size, regardless of whether contracts are involved. Work breakdown structures can be used to help identify risks, but risks can be identified using other methods as well. Preventing work from being forgotten (slipping through the cracks) is one of the main reasons the tool is used, and is the best choice offered here.",projectmanagementquestion.wordpress.com
,,Which of the following BEST describes product analysis?,,Scope,,Gaining a better understanding of the product of the project in order to create the project scope statement,Working with the customer to determine the product description,Mathematically analyzing the quality desired for the project,Determining whether the quality standards on the project can be met.,,,"You need to have a product description before you can do product analysis. Analyzing the level of quality desired is related to the Plan Quality process. Determining whether the quality standards on the project can be met is done in the Perform Quality Assurance process. Product analysis includes gaining a better understanding of the product of the project, in order to create the project scope statement.",projectmanagementquestion.wordpress.com
,,Which of the following BEST describes the Verify Scope process?,,Scope,,"It ensures customer acceptance, shows the deliverable meets specifications, and provides a chance for differences of opinion to come to light.","It provides assurances that the deliverable meets the specifications, is an input to the project management plan, and is an output of Perform Quality Control.","It ensures the deliverable is completed on time, ensures customer acceptance, and shows the deliverable meets specifications.","It is an output of Perform Quality Control, occurs before Define Scope, and ensures customer acceptance.",,,"The project management plan is completed before the Verify Scope process. The Verify Scope process does not deal with time, but rather acceptance. The Verify Scope process does not occur before the Define Scope process. The choice stating that the Verify Scope process ensures customer acceptance, shows the deliverable meets specifications, and provides a chance for differences of opinion to come to light is entirely correct, making that the best answer.",projectmanagementquestion.wordpress.com
,,Stakeholder belief about or mental picture of the future is a (n)?,,Stakeholder,,Expectation,Requirement,Constraint,Heuristic,,,,UtilMentors
,,All of the following are parts of the stakeholder management effort except:,,Stakeholder,,Giving extras,Identifying stakeholders,Determining stakeholder needs,Managing expectations,,,,UtilMentors
,,The key objective of stakeholder management is?,,Stakeholder,,Communications,Coordination,Satisfaction,Relationships,,,,UtilMentors
,,A project manager on a multinational website implementation project is at a party and talks to friends who will be heavy users of the website when the project is complete and the site is rolled out. They describe annoying aspects of the current website. The PM takes this feedback to the sponsor and encourages design and scope changes. Which of the following best describes what the PM has done?,,Stakeholder,,Scope validation,Integrated change control,Stakeholder analysis,Scope planning,,,,UtilMentors
,,The degree to which a stakeholder may be able to positively or negatively affect a project is his or her?,,Stakeholder,,level of influence,level of interest,level of engagement,level of commitment,,,,UtilMentors
,,The role of each stakeholder is determined by?,,Stakeholder,,The PM and stakeholders,The team and PM,The stakeholder and sponsor,The PM and sponsor,,,,UtilMentors
,,The PM is trying to recall a stakeholder's preferred communication method. Where can she find that information ?,,Stakeholder,,Stakeholder management plan,Human resource management plan,Stakeholder engagement assessment matrix,RACI chart,,,,UtilMentors
,,The project is proceeding nicely except for the number of changes requested. The product is being installed into eight departments in the company and will improve departmental operations when working. The team has selected the appropriate process to use on the project. The PM is a technical expert as well as having been trained in communication and management. Which of the following is most likely causing project problems?,,Stakeholder,,Stakeholders not identified,Should have used more project management processes,PM was not trained in company environment,PM should have used more management oversight,,,,UtilMentors
,,A stakeholder engagement assessment matrix can be used to identify?,,Stakeholder,,Key relationships between stakeholders,Communication gaps,Skill levels of stakeholders,Additional stakeholders,,,,UtilMentors
,,The stakeholder register is an input to which of the following processes?,,Stakeholder,,Identify Risks and Develop Project Charter,Plan Risk management and collect requirements,Perform integrated change control and plan communications management,Plan Quality Management and Perform Quality Assurance,,,,UtilMentors
,,Information in the stakeholder register should be?,,Stakeholder,,Available to all stakeholders and team members,Accessible only to the PM,Available to the PMO and PM,Shared with others at the discretion of the PM,,,,UtilMentors
,,Which of the following best describes stakeholder involvement?,,Stakeholder,,Help determine project constraints and deliverables,Help determine resource needs and constraints on the project,"They approve the project charter, help provide assumptions and create management plans","Help determine schedule, deliverables and requirements",,,,UtilMentors
,,You are the PM for a large installation project when you realize there are over 300 potential stakeholders on the project. Which of the following would be the best course of action to take?,,Stakeholder,,Gather needs of all the most influential stakeholders,Find and effective way to gather needs of all stakeholders,Contact your manager and ask which are the most important,Eliminate some stakeholders,,,,UtilMentors
,,All of the following are responsibilities of the PM except?,,Stakeholder,,Get stakeholder sign-off that requirements are finalized,Ask stakeholders to let you know about problems in communications and relationships,Carefully select appropriate stakeholders for the project,Figure out when stakeholders will be involved in the project and how extensively,,,,UtilMentors
,,A particular stakeholder has a reputation for requesting many changes to projects. What is the best approach a PM can take at the beginning of the project to manage this situation?,,Stakeholder,,Get the stakeholder involved in the project as early as possible,Talk to the stakeholder's boss,"Say ""no"" a few times to dissuade him from submitting changes",Ask the stakeholder be not included in the stakeholder listing,,,,UtilMentors
,,"As PM, you are unable to allocate as much time to interact with stakeholders as you would like. Which of the following stakeholders will you make it a priority to get to know?",,Stakeholder,,The manager of the department that will use the product of the project. She is known to be resistant to change,The department employee who is unfamiliar with the product of the project but open to positive impacts he believes the product will have on his work environment,"The project sponsor, with whom you have successfully worked on many projects",The stakeholder who is an expert on the product of the project but not interested in implementing it in his department,,,,UtilMentors
,,In which project management process group is the detailed project budget created?,,,Process,Planning,Initiating,Before the project management process,Executing,,,Notice the use of the word “detailed.” Such a budget is created during project planning.,projectmanagementquestion.wordpress.com
,,"During a team meeting, a team member asks about the measurements that will be used on the project to judge performance. The team member feels that some of the measures related to activities assigned to him are not valid measurements. The project is BEST considered to be in what part of the project management process?",,,Process,Executing,Closing,Monitoring and controlling,Initiating,,,This situation does not describe an actual measurement (a monitoring and controlling activity) but rather a meeting occurring during project executing.,projectmanagementquestion.wordpress.com
,,Which of the following is a characteristic of project management processes?,,,Process,Iterative,Unique,Unnecessary,Standardized,,,"As the project life cycle progresses, more information becomes available, allowing the team to manage the project to a more detailed level.",projectmanagementquestion.wordpress.com
,,Which process group focuses on completing the requirements of the project?,,,Process,Executing,Initiating,Planning,Closing,,,Project executing is where work is done to produce the product of the project.,projectmanagementquestion.wordpress.com
,,Which project management process group generally takes the MOST project time and resources?,,,Process,Executing,Planning,Design,Integration,,,Doing the actual work will generally take the most project time and resources.,projectmanagementquestion.wordpress.com
,,The high-level project schedule constraints have just been determined. What project management process group are you in?,,,Process,Initiating,Planning,Executing,Monitoring and controlling,,,"High-level constraints are identified in the project charter, which is created during project initiating.",projectmanagementquestion.wordpress.com
,,The project charter is created in which project management process group?,,,Process,Initiating,Executing,Planning,Closing,,,The project charter is needed before planning and execution of the work can begin.,projectmanagementquestion.wordpress.com
,,The BEST time to assign a project manager to a project is during:,,,Process,Initiating.,Executing.,Closing.,Planning.,,,The project manager should be assigned during project initiating.,projectmanagementquestion.wordpress.com
,,The person who should be in control of the project during project planning is the:,,,Process,Project manager.,Team member.,Functional manager.,Sponsor.,,,"The project manager should be named early in the project, during project initiating if possible. It is then his or her responsibility to control the project throughout its life.",projectmanagementquestion.wordpress.com
,,Which of the following is NOT an input to the initiating process group?,,,Process,Project scope statement,Company processes,Company culture,Historical WBSs,,,"Notice the question asks which is NOT an input to project initiating. Did you read it correctly? Companies should have processes in place for hiring resources, reporting, and managing risks on projects (to name only a few). These are inputs to project initiating, as are company culture and historical WBSs. The project scope statement is an output of project planning.",projectmanagementquestion.wordpress.com
,,All of the following occur during the planning process group EXCEPT:,,,Process,Develop Project Charter.,Create WBS.,Estimate Costs.,Sequence Activities,,,Develop Project Charter occurs during project initiating.,projectmanagementquestion.wordpress.com
,,"The WBS and WBS dictionary are completed. The project team has begun working on identifying risks. The sponsor contacts the project manager, requesting that the responsibility assignment matrix be issued. The project has a budget of US $100,000 and is taking place in three countries using 14 human resources. There is little risk expected for the project, and the project manager has managed many projects similar to this one. What is the NEXT thing to do?",,,Process,Create an activity list.,Understand the experience of the sponsor on similar projects.,Make sure the project scope is defined.,Complete risk management and issue the responsibility assignment matrix.,,,"Look at the order of planning the project that the team has chosen. Although understanding the experience of the sponsor might sound like a good idea, the sponsor is a stakeholder and understanding the stakeholders is part of stakeholder analysis. That should have occurred before the creation of a WBS. In planning the project, the project scope is defined, and must come before creating a WBS. Completing risk management and issuing the responsibility assignment matrix cannot be best, as that work does not come next in the process. Other work must be done before risk management can effectively be completed. Creating an activity list comes next after the WBS and WBS dictionary.",projectmanagementquestion.wordpress.com
